,Latitude,Longitude,Altitude (m), Vl (km/h)
575,45.96109782,-66.62690783,-19.618,0.097
576,45.9610978,-66.62690781,-19.617,0.1
577,45.96109777,-66.62690779,-19.618,0.101
578,45.96109773,-66.6269078,-19.619,0.101
579,45.96109772,-66.62690776,-19.621,0.101
580,45.96109772,-66.62690775,-19.624,0.101
581,45.96109773,-66.62690771,-19.628,0.098
582,45.96109775,-66.62690765,-19.635,0.094
583,45.96109773,-66.62690759,-19.64,0.087
584,45.96109769,-66.62690751,-19.647,0.075
585,45.96109766,-66.62690743,-19.653,0.064
586,45.96109763,-66.62690741,-19.658,0.052
587,45.96109759,-66.6269074,-19.666,0.042
588,45.96109757,-66.62690742,-19.672,0.033
589,45.96109757,-66.62690744,-19.683,0.025
590,45.96109752,-66.62690745,-19.693,0.013
591,45.96109747,-66.62690747,-19.703,0.002
592,45.96109741,-66.62690747,-19.713,-0.007
593,45.96109736,-66.62690746,-19.724,-0.013
594,45.96109732,-66.62690746,-19.734,-0.016
595,45.96109732,-66.6269075,-19.74,-0.014
596,45.96109732,-66.62690753,-19.748,-0.011
597,45.96109734,-66.62690759,-19.755,-0.006
598,45.96109735,-66.62690764,-19.762,-0.001
599,45.96109738,-66.62690767,-19.77,0.004
600,45.96109742,-66.6269077,-19.778,0.01
601,45.96109749,-66.62690772,-19.786,0.018
602,45.96109754,-66.62690777,-19.792,0.023
603,45.9610976,-66.62690779,-19.8,0.025
604,45.96109767,-66.62690784,-19.809,0.028
605,45.96109774,-66.62690786,-19.815,0.03
606,45.96109779,-66.62690788,-19.823,0.027
607,45.96109783,-66.62690787,-19.831,0.023
608,45.96109783,-66.62690784,-19.84,0.015
609,45.96109782,-66.62690781,-19.848,0.006
610,45.96109782,-66.62690777,-19.856,-0.001
611,45.96109781,-66.62690776,-19.863,-0.008
612,45.96109779,-66.62690774,-19.869,-0.014
613,45.96109776,-66.62690772,-19.876,-0.023
614,45.96109773,-66.6269077,-19.881,-0.032
615,45.96109771,-66.62690768,-19.89,-0.037
616,45.96109772,-66.62690771,-19.899,-0.038
617,45.96109776,-66.62690775,-19.906,-0.033
618,45.96109782,-66.62690778,-19.912,-0.026
619,45.96109782,-66.62690779,-19.919,-0.022
620,45.96109779,-66.62690779,-19.923,-0.02
621,45.96109782,-66.62690782,-19.931,-0.011
622,45.96109786,-66.62690785,-19.937,-0.001
623,45.96109791,-66.62690791,-19.944,0.011
624,45.96109798,-66.62690794,-19.951,0.021
625,45.96109802,-66.62690797,-19.957,0.028
626,45.96109807,-66.62690798,-19.965,0.035
627,45.96109811,-66.62690802,-19.972,0.042
628,45.96109816,-66.62690807,-19.979,0.049
629,45.96109823,-66.62690813,-19.985,0.057
630,45.9610983,-66.62690821,-19.993,0.066
631,45.96109834,-66.62690828,-20.001,0.071
632,45.96109838,-66.62690835,-20.007,0.076
633,45.96109841,-66.62690843,-20.012,0.085
634,45.96109844,-66.62690853,-20.017,0.087
635,45.96109848,-66.62690859,-20.025,0.086
636,45.9610985,-66.62690863,-20.033,0.086
637,45.96109849,-66.62690866,-20.04,0.085
638,45.96109849,-66.62690875,-20.047,0.084
639,45.96109848,-66.62690882,-20.054,0.085
640,45.96109846,-66.62690886,-20.06,0.083
641,45.96109844,-66.62690885,-20.063,0.079
642,45.96109841,-66.62690877,-20.068,0.071
643,45.96109837,-66.62690868,-20.071,0.063
644,45.96109836,-66.62690859,-20.075,0.057
645,45.96109837,-66.6269085,-20.082,0.053
646,45.96109837,-66.62690841,-20.088,0.046
647,45.96109839,-66.6269083,-20.094,0.04
648,45.96109842,-66.62690818,-20.099,0.034
649,45.96109839,-66.62690809,-20.103,0.024
650,45.96109836,-66.62690797,-20.109,0.012
651,45.96109835,-66.62690784,-20.114,0.003
652,45.96109831,-66.62690777,-20.117,-0.006
653,45.96109828,-66.62690773,-20.119,-0.012
654,45.9610983,-66.6269077,-20.123,-0.01
655,45.96109836,-66.62690768,-20.129,-0.002
656,45.96109846,-66.62690768,-20.134,0.008
657,45.96109854,-66.62690768,-20.139,0.017
658,45.96109861,-66.6269077,-20.142,0.024
659,45.96109865,-66.62690772,-20.146,0.027
660,45.9610987,-66.62690776,-20.15,0.031
661,45.96109872,-66.62690778,-20.152,0.03
662,45.96109875,-66.62690782,-20.156,0.031
663,45.96109877,-66.62690784,-20.158,0.03
664,45.96109879,-66.62690788,-20.16,0.03
665,45.9610988,-66.62690797,-20.163,0.029
666,45.96109882,-66.62690807,-20.166,0.029
667,45.96109883,-66.62690815,-20.169,0.027
668,45.96109882,-66.62690824,-20.169,0.024
669,45.96109883,-66.6269083,-20.174,0.022
670,45.96109883,-66.62690836,-20.176,0.019
671,45.96109881,-66.62690842,-20.177,0.013
672,45.96109881,-66.62690848,-20.18,0.01
673,45.96109881,-66.62690852,-20.183,0.007
674,45.96109882,-66.62690856,-20.185,0.004
675,45.96109885,-66.62690859,-20.187,0.002
676,45.96109887,-66.62690863,-20.189,0.001
677,45.9610989,-66.62690866,-20.191,0.002
678,45.96109895,-66.62690865,-20.194,0.004
679,45.96109899,-66.62690865,-20.197,0.006
680,45.96109904,-66.62690867,-20.2,0.01
681,45.96109911,-66.62690868,-20.204,0.016
682,45.96109916,-66.62690865,-20.21,0.022
683,45.96109923,-66.62690864,-20.216,0.029
684,45.96109929,-66.62690861,-20.221,0.035
685,45.96109932,-66.62690855,-20.226,0.039
686,45.96109934,-66.62690851,-20.228,0.042
687,45.96109937,-66.62690848,-20.23,0.049
688,45.96109944,-66.62690846,-20.233,0.063
689,45.96109952,-66.62690847,-20.235,0.077
690,45.96109959,-66.62690848,-20.237,0.09
691,45.96109967,-66.62690852,-20.24,0.103
692,45.96109976,-66.62690854,-20.244,0.115
693,45.96109986,-66.62690859,-20.249,0.127
694,45.96109996,-66.62690865,-20.254,0.137
695,45.96110002,-66.62690869,-20.259,0.142
696,45.96110006,-66.62690873,-20.265,0.142
697,45.96110008,-66.62690875,-20.267,0.14
698,45.9611001,-66.62690877,-20.273,0.138
699,45.9611001,-66.62690879,-20.277,0.134
700,45.96110011,-66.62690883,-20.282,0.131
701,45.9611001,-66.62690886,-20.286,0.127
702,45.96110008,-66.62690887,-20.291,0.121
703,45.96110002,-66.62690888,-20.293,0.111
704,45.96109997,-66.62690886,-20.295,0.101
705,45.96109991,-66.62690885,-20.297,0.092
706,45.96109986,-66.62690883,-20.301,0.084
707,45.96109981,-66.6269088,-20.304,0.077
708,45.96109978,-66.62690878,-20.307,0.073
709,45.96109979,-66.62690879,-20.311,0.071
710,45.96109978,-66.62690881,-20.313,0.068
711,45.96109979,-66.62690881,-20.316,0.066
712,45.96109981,-66.62690882,-20.32,0.061
713,45.96109983,-66.62690879,-20.325,0.054
714,45.96109982,-66.62690876,-20.329,0.045
715,45.9610998,-66.6269087,-20.332,0.034
716,45.96109975,-66.62690862,-20.336,0.021
717,45.96109971,-66.62690851,-20.34,0.01
718,45.96109967,-66.62690841,-20.344,0.004
719,45.96109964,-66.62690833,-20.346,0.001
720,45.96109963,-66.62690829,-20.348,0.004
721,45.96109964,-66.62690825,-20.349,0.009
722,45.96109966,-66.62690821,-20.352,0.016
723,45.9610997,-66.62690821,-20.356,0.022
724,45.96109975,-66.62690823,-20.36,0.029
725,45.96109979,-66.62690827,-20.364,0.038
726,45.96109986,-66.62690831,-20.368,0.049
727,45.96109993,-66.62690833,-20.374,0.06
728,45.96109999,-66.62690836,-20.378,0.069
729,45.96110004,-66.62690836,-20.383,0.074
730,45.96110013,-66.62690838,-20.387,0.08
731,45.96110019,-66.6269084,-20.391,0.084
732,45.96110023,-66.62690842,-20.393,0.085
733,45.96110024,-66.62690843,-20.398,0.082
734,45.96110024,-66.62690846,-20.4,0.076
735,45.96110023,-66.62690849,-20.404,0.067
736,45.96110019,-66.62690848,-20.409,0.056
737,45.96110017,-66.62690848,-20.412,0.047
738,45.96110011,-66.62690847,-20.413,0.036
739,45.96110006,-66.62690843,-20.415,0.027
740,45.9611,-66.6269084,-20.417,0.017
741,45.96109997,-66.62690836,-20.418,0.01
742,45.96109999,-66.62690833,-20.42,0.01
743,45.96110002,-66.62690832,-20.422,0.012
744,45.96110003,-66.62690832,-20.423,0.011
745,45.96110004,-66.62690831,-20.422,0.01
746,45.96110004,-66.62690829,-20.422,0.009
747,45.96110006,-66.62690826,-20.421,0.012
748,45.96110008,-66.62690825,-20.42,0.018
749,45.96110014,-66.62690827,-20.421,0.027
750,45.96110018,-66.62690832,-20.421,0.036
751,45.96110024,-66.62690833,-20.423,0.043
752,45.9611003,-66.62690835,-20.424,0.05
753,45.96110035,-66.6269084,-20.425,0.055
754,45.96110042,-66.62690845,-20.426,0.058
755,45.96110046,-66.62690854,-20.428,0.06
756,45.96110047,-66.62690862,-20.428,0.059
757,45.96110046,-66.6269087,-20.428,0.057
758,45.96110045,-66.62690879,-20.428,0.057
759,45.96110047,-66.62690884,-20.429,0.062
760,45.96110051,-66.62690888,-20.429,0.07
761,45.96110057,-66.62690888,-20.429,0.081
762,45.96110064,-66.62690889,-20.43,0.092
763,45.9611007,-66.62690887,-20.432,0.1
764,45.96110073,-66.62690886,-20.433,0.104
765,45.96110078,-66.62690886,-20.436,0.11
766,45.96110086,-66.62690887,-20.438,0.12
767,45.96110093,-66.62690888,-20.44,0.128
768,45.961101,-66.6269089,-20.442,0.134
769,45.96110105,-66.62690893,-20.443,0.136
770,45.96110109,-66.62690897,-20.445,0.137
771,45.96110112,-66.62690899,-20.446,0.134
772,45.96110112,-66.62690903,-20.446,0.129
773,45.96110112,-66.62690906,-20.445,0.124
774,45.96110111,-66.62690907,-20.445,0.115
775,45.96110109,-66.62690908,-20.444,0.104
776,45.96110105,-66.6269091,-20.444,0.092
777,45.96110101,-66.62690909,-20.444,0.078
778,45.96110096,-66.62690902,-20.444,0.062
779,45.96110092,-66.62690894,-20.444,0.047
780,45.96110088,-66.62690884,-20.445,0.031
781,45.96110084,-66.62690874,-20.445,0.016
782,45.9611008,-66.62690865,-20.445,0.001
783,45.96110078,-66.62690856,-20.447,-0.01
784,45.96110075,-66.6269085,-20.45,-0.019
785,45.96110072,-66.62690843,-20.452,-0.024
786,45.96110071,-66.62690835,-20.453,-0.025
787,45.96110071,-66.62690829,-20.454,-0.022
788,45.96110074,-66.62690825,-20.455,-0.016
789,45.96110078,-66.62690821,-20.456,-0.005
790,45.96110084,-66.62690818,-20.459,0.007
791,45.96110092,-66.62690818,-20.459,0.021
792,45.96110101,-66.62690822,-20.46,0.033
793,45.96110109,-66.62690828,-20.461,0.041
794,45.96110115,-66.62690832,-20.462,0.043
795,45.96110119,-66.62690836,-20.463,0.045
796,45.96110121,-66.62690841,-20.464,0.044
797,45.96110123,-66.62690847,-20.466,0.044
798,45.96110127,-66.62690848,-20.468,0.045
799,45.9611013,-66.62690844,-20.47,0.046
800,45.96110129,-66.62690842,-20.469,0.042
801,45.96110129,-66.62690843,-20.467,0.04
802,45.96110126,-66.62690842,-20.464,0.036
803,45.96110123,-66.62690842,-20.463,0.033
804,45.96110119,-66.62690843,-20.461,0.031
805,45.96110117,-66.62690845,-20.459,0.031
806,45.96110119,-66.62690853,-20.459,0.036
807,45.96110123,-66.62690862,-20.458,0.045
808,45.96110127,-66.62690871,-20.456,0.054
809,45.96110131,-66.62690878,-20.456,0.061
810,45.96110137,-66.62690881,-20.456,0.065
811,45.96110142,-66.62690883,-20.456,0.068
812,45.96110146,-66.62690881,-20.457,0.068
813,45.96110149,-66.62690876,-20.458,0.066
814,45.96110149,-66.62690871,-20.459,0.063
815,45.9611015,-66.62690866,-20.459,0.06
816,45.96110151,-66.62690864,-20.461,0.059
817,45.96110152,-66.62690863,-20.461,0.059
818,45.96110152,-66.62690861,-20.461,0.059
819,45.96110151,-66.62690856,-20.461,0.056
820,45.96110149,-66.62690853,-20.46,0.051
821,45.96110148,-66.62690852,-20.46,0.045
822,45.96110147,-66.62690853,-20.46,0.04
823,45.96110147,-66.62690854,-20.461,0.037
824,45.96110146,-66.62690855,-20.462,0.031
825,45.96110144,-66.62690855,-20.465,0.024
826,45.96110145,-66.62690858,-20.469,0.018
827,45.96110144,-66.6269086,-20.472,0.011
828,45.96110143,-66.62690861,-20.476,0.003
829,45.96110138,-66.62690859,-20.479,-0.008
830,45.96110133,-66.62690857,-20.48,-0.016
831,45.96110127,-66.62690858,-20.481,-0.024
832,45.96110121,-66.62690857,-20.481,-0.029
833,45.96110117,-66.62690856,-20.48,-0.03
834,45.96110116,-66.62690853,-20.478,-0.026
835,45.96110118,-66.62690852,-20.476,-0.018
836,45.96110124,-66.62690851,-20.475,-0.005
837,45.96110131,-66.6269085,-20.473,0.01
838,45.96110139,-66.6269085,-20.473,0.024
839,45.96110147,-66.62690848,-20.471,0.037
840,45.96110154,-66.62690846,-20.471,0.049
841,45.96110161,-66.62690847,-20.471,0.059
842,45.96110167,-66.62690849,-20.471,0.065
843,45.96110173,-66.62690851,-20.472,0.072
844,45.96110179,-66.62690854,-20.471,0.079
845,45.96110184,-66.62690857,-20.47,0.083
846,45.96110187,-66.62690857,-20.471,0.083
847,45.9611019,-66.62690857,-20.472,0.084
848,45.96110192,-66.62690857,-20.472,0.083
849,45.96110194,-66.62690854,-20.473,0.082
850,45.96110195,-66.62690853,-20.474,0.082
851,45.96110197,-66.62690851,-20.477,0.081
852,45.96110198,-66.62690848,-20.48,0.081
853,45.96110197,-66.62690842,-20.482,0.077
854,45.96110195,-66.62690837,-20.482,0.071
855,45.96110191,-66.62690831,-20.48,0.06
856,45.96110184,-66.62690826,-20.478,0.047
857,45.96110179,-66.62690822,-20.477,0.036
858,45.96110172,-66.62690819,-20.478,0.026
859,45.96110169,-66.62690818,-20.48,0.021
860,45.96110167,-66.62690817,-20.48,0.018
861,45.96110165,-66.62690816,-20.481,0.017
862,45.96110163,-66.62690813,-20.48,0.017
863,45.96110164,-66.62690812,-20.478,0.02
864,45.96110167,-66.62690813,-20.478,0.028
865,45.96110171,-66.62690813,-20.478,0.034
866,45.96110175,-66.62690813,-20.477,0.038
867,45.96110178,-66.62690814,-20.477,0.04
868,45.96110178,-66.62690814,-20.476,0.038
869,45.96110177,-66.62690816,-20.475,0.034
870,45.96110176,-66.62690816,-20.476,0.028
871,45.96110173,-66.62690813,-20.475,0.021
872,45.9611017,-66.62690808,-20.476,0.016
873,45.96110169,-66.62690805,-20.474,0.013
874,45.96110168,-66.62690803,-20.473,0.011
875,45.96110168,-66.62690802,-20.471,0.01
876,45.96110168,-66.62690799,-20.472,0.008
877,45.96110169,-66.62690795,-20.472,0.007
878,45.96110172,-66.62690794,-20.473,0.009
879,45.96110175,-66.62690794,-20.476,0.011
880,45.96110177,-66.62690793,-20.477,0.012
881,45.96110179,-66.62690797,-20.475,0.013
882,45.96110179,-66.62690799,-20.477,0.01
883,45.96110183,-66.62690798,-20.485,0.012
884,45.96110187,-66.62690798,-20.49,0.014
885,45.9611019,-66.62690802,-20.493,0.016
886,45.96110193,-66.62690804,-20.494,0.017
887,45.96110197,-66.62690803,-20.496,0.021
888,45.96110203,-66.62690799,-20.501,0.026
889,45.9611021,-66.62690796,-20.504,0.031
890,45.96110215,-66.62690789,-20.513,0.032
891,45.96110217,-66.62690779,-20.524,0.03
892,45.96110217,-66.62690767,-20.532,0.024
893,45.96110213,-66.62690757,-20.537,0.017
894,45.96110215,-66.62690752,-20.552,0.012
895,45.9611022,-66.6269074,-20.567,0.007
896,45.96110222,-66.6269073,-20.582,0.001
897,45.96110227,-66.62690724,-20.597,0.001
898,45.96110233,-66.62690721,-20.613,0.003
899,45.9611024,-66.62690714,-20.633,0.006
900,45.96110246,-66.62690708,-20.65,0.009
901,45.9611025,-66.62690699,-20.663,0.009
902,45.96110254,-66.6269069,-20.68,0.007
903,45.96110256,-66.62690683,-20.7,0.006
904,45.96110252,-66.62690677,-20.716,-0.0
905,45.96110256,-66.62690669,-20.736,0.002
906,45.96110262,-66.62690662,-20.75,0.007
907,45.96110269,-66.62690657,-20.77,0.013
908,45.96110283,-66.62690651,-20.787,0.026
909,45.96110296,-66.62690648,-20.798,0.04
910,45.96110305,-66.62690645,-20.815,0.05
911,45.96110315,-66.62690643,-20.834,0.058
912,45.96110323,-66.62690638,-20.85,0.065
913,45.96110333,-66.62690636,-20.865,0.074
914,45.96110339,-66.62690636,-20.875,0.083
915,45.96110345,-66.62690634,-20.887,0.092
916,45.96110351,-66.62690626,-20.897,0.101
917,45.96110355,-66.62690616,-20.904,0.11
918,45.96110363,-66.62690611,-20.911,0.119
919,45.96110368,-66.6269061,-20.917,0.128
920,45.9611037,-66.62690606,-20.923,0.133
921,45.9611037,-66.62690602,-20.927,0.137
922,45.96110373,-66.62690598,-20.932,0.144
923,45.96110376,-66.62690597,-20.935,0.15
924,45.96110377,-66.62690596,-20.936,0.152
925,45.96110379,-66.62690597,-20.939,0.153
926,45.9611038,-66.62690593,-20.94,0.148
927,45.9611038,-66.62690595,-20.943,0.144
928,45.96110378,-66.62690595,-20.941,0.135
929,45.96110375,-66.62690594,-20.941,0.126
930,45.96110377,-66.62690595,-20.943,0.121
931,45.96110381,-66.62690596,-20.945,0.119
932,45.96110378,-66.62690599,-20.946,0.107
933,45.96110376,-66.62690601,-20.946,0.095
934,45.9611037,-66.626906,-20.944,0.081
935,45.96110362,-66.62690603,-20.942,0.067
936,45.9611036,-66.62690608,-20.938,0.06
937,45.9611036,-66.62690613,-20.937,0.054
938,45.96110361,-66.62690615,-20.934,0.049
939,45.96110367,-66.62690619,-20.932,0.051
940,45.96110372,-66.62690621,-20.93,0.051
941,45.96110366,-66.62690617,-20.921,0.046
942,45.96110367,-66.62690607,-20.92,0.044
943,45.96110367,-66.626906,-20.911,0.043
944,45.96110364,-66.62690606,-20.901,0.04
945,45.96110362,-66.62690608,-20.897,0.037
946,45.96110367,-66.62690609,-20.897,0.038
947,45.96110369,-66.6269061,-20.894,0.036
948,45.96110372,-66.62690614,-20.892,0.033
949,45.96110376,-66.62690618,-20.885,0.032
950,45.96110381,-66.62690622,-20.877,0.035
951,45.9611039,-66.62690627,-20.879,0.043
952,45.96110398,-66.62690631,-20.875,0.05
953,45.96110405,-66.6269063,-20.873,0.056
954,45.96110414,-66.62690634,-20.871,0.062
955,45.96110423,-66.62690638,-20.868,0.064
956,45.96110424,-66.62690637,-20.864,0.06
957,45.96110429,-66.62690638,-20.862,0.058
958,45.96110431,-66.62690642,-20.856,0.054
959,45.96110434,-66.62690643,-20.854,0.051
960,45.96110437,-66.62690641,-20.853,0.046
961,45.96110435,-66.6269064,-20.85,0.037
962,45.96110432,-66.62690638,-20.846,0.027
963,45.9611043,-66.62690638,-20.843,0.021
964,45.96110423,-66.62690637,-20.841,0.011
965,45.96110416,-66.62690635,-20.84,0.005
966,45.96110412,-66.62690634,-20.838,0.004
967,45.9611041,-66.62690634,-20.836,0.009
968,45.96110404,-66.62690636,-20.835,0.01
969,45.96110403,-66.62690641,-20.832,0.017
970,45.96110403,-66.62690648,-20.831,0.026
971,45.96110399,-66.62690655,-20.829,0.034
972,45.96110392,-66.62690661,-20.83,0.039
973,45.96110383,-66.62690663,-20.828,0.041
974,45.96110374,-66.62690662,-20.826,0.042
975,45.96110365,-66.62690661,-20.824,0.042
976,45.9611036,-66.62690661,-20.821,0.044
977,45.96110353,-66.6269066,-20.818,0.046
978,45.96110352,-66.62690664,-20.816,0.051
979,45.96110345,-66.62690663,-20.815,0.047
980,45.96110335,-66.62690662,-20.812,0.043
981,45.96110327,-66.62690662,-20.81,0.041
982,45.96110317,-66.62690662,-20.808,0.039
983,45.9611031,-66.62690665,-20.806,0.041
984,45.96110302,-66.62690669,-20.803,0.042
985,45.96110293,-66.62690671,-20.804,0.043
986,45.96110282,-66.62690672,-20.806,0.042
987,45.96110276,-66.62690674,-20.807,0.046
988,45.96110273,-66.62690679,-20.806,0.055
989,45.9611027,-66.62690683,-20.805,0.065
990,45.96110264,-66.62690691,-20.801,0.069
991,45.96110256,-66.62690691,-20.797,0.07
992,45.96110245,-66.62690691,-20.794,0.066
993,45.96110233,-66.62690694,-20.792,0.061
994,45.9611022,-66.62690694,-20.79,0.059
995,45.96110208,-66.62690691,-20.789,0.057
996,45.96110199,-66.62690688,-20.788,0.057
997,45.9611019,-66.62690682,-20.787,0.056
998,45.96110181,-66.62690678,-20.786,0.057
999,45.96110172,-66.62690676,-20.788,0.058
1000,45.9611017,-66.62690677,-20.788,0.064
1001,45.96110166,-66.62690675,-20.792,0.066
1002,45.96110162,-66.6269067,-20.797,0.047
1003,45.96110157,-66.62690668,-20.804,0.077
1004,45.9611016,-66.6269068,-20.808,0.041
1005,45.96110152,-66.62690683,-20.808,0.103
1006,45.96110144,-66.62690691,-20.81,0.065
1007,45.96110129,-66.62690695,-20.816,0.028
1008,45.96110119,-66.62690689,-20.82,0.058
1009,45.96110115,-66.62690681,-20.823,0.047
1010,45.96110106,-66.62690676,-20.824,0.045
1011,45.96110096,-66.62690673,-20.821,0.032
1012,45.96110094,-66.62690671,-20.819,0.051
1013,45.96110094,-66.62690345,-20.822,-0.75
1014,45.96110206,-66.62689719,-20.783,-0.404
1015,45.96110339,-66.62688942,-20.748,-0.479
1016,45.96110656,-66.6268818,-20.715,-0.246
1017,45.96111044,-66.62687322,-20.692,-0.529
1018,45.96111599,-66.62686643,-20.692,-0.143
1019,45.96112248,-66.62686081,-20.695,-0.258
1020,45.96113002,-66.62685547,-20.692,-0.259
1021,45.96113793,-66.62685109,-20.697,-0.312
1022,45.96114526,-66.62684759,-20.7,0.457
1023,45.96115189,-66.62684464,-20.702,-0.152
1024,45.96115797,-66.62684163,-20.692,0.126
1025,45.96116329,-66.62683879,-20.687,-0.036
1026,45.96116988,-66.62683492,-20.682,-0.271
1027,45.96117688,-66.62683082,-20.666,0.031
1028,45.96118502,-66.62682811,-20.67,0.093
1029,45.96119361,-66.62682609,-20.673,0.293
1030,45.96120205,-66.62682407,-20.676,0.287
1031,45.96121047,-66.62682151,-20.666,0.061
1032,45.96121871,-66.62682015,-20.671,0.322
1033,45.96122591,-66.62681809,-20.667,0.195
1034,45.9612335,-66.62681675,-20.66,-0.808
1035,45.96123976,-66.626816,-20.654,0.875
1036,45.96124606,-66.62681616,-20.667,-0.177
1037,45.96125314,-66.62681552,-20.695,-0.057
1038,45.96126031,-66.62681525,-20.693,0.152
1039,45.96126798,-66.62681432,-20.683,-0.041
1040,45.96127659,-66.62681398,-20.685,0.099
1041,45.96128417,-66.62681509,-20.716,-0.622
1042,45.96129139,-66.62681463,-20.719,-0.204
1043,45.96129709,-66.62681593,-20.739,-0.46
1044,45.96129992,-66.62681607,-20.737,-0.099
1045,45.96129981,-66.62681454,-20.725,-0.077
1046,45.96130004,-66.62681389,-20.72,-0.153
1047,45.96130028,-66.62681376,-20.717,-0.155
1048,45.96130048,-66.62681377,-20.721,-0.143
1049,45.96130058,-66.62681388,-20.721,-0.111
1050,45.96130062,-66.62681403,-20.716,-0.08
1051,45.96130062,-66.62681421,-20.713,-0.045
1052,45.96130061,-66.62681443,-20.715,-0.01
1053,45.96130053,-66.62681461,-20.713,0.019
1054,45.96130045,-66.62681481,-20.712,0.044
1055,45.96130039,-66.62681497,-20.712,0.062
1056,45.96130035,-66.6268151,-20.715,0.076
1057,45.96130032,-66.62681518,-20.718,0.082
1058,45.96130026,-66.62681531,-20.718,0.093
1059,45.96130026,-66.62681524,-20.733,0.071
1060,45.96130022,-66.62681529,-20.738,0.087
1061,45.96130017,-66.62681533,-20.745,0.086
1062,45.96130017,-66.62681526,-20.751,0.079
1063,45.96130015,-66.62681524,-20.754,0.073
1064,45.96130015,-66.62681522,-20.758,0.067
1065,45.96130018,-66.62681523,-20.762,0.063
1066,45.96130023,-66.62681524,-20.766,0.054
1067,45.96130031,-66.62681523,-20.773,0.046
1068,45.96130037,-66.6268152,-20.778,0.036
1069,45.96130047,-66.62681519,-20.783,0.028
1070,45.96130057,-66.62681519,-20.789,0.031
1071,45.96130118,-66.62681547,-20.791,-0.319
1072,45.96130502,-66.62681838,-20.804,-0.749
1073,45.96131091,-66.62682345,-20.843,-0.24
1074,45.96131687,-66.62683035,-20.921,-0.428
1075,45.96132261,-66.626838,-20.996,-0.042
1076,45.96132751,-66.62684767,-21.069,-0.368
1077,45.96133226,-66.62685804,-21.147,0.012
1078,45.96133539,-66.62686642,-21.194,-0.056
1079,45.96133759,-66.62687583,-21.262,-0.239
1080,45.96133888,-66.6268841,-21.308,-0.204
1081,45.96134019,-66.62689211,-21.375,-0.171
1082,45.96134131,-66.6268996,-21.423,-0.389
1083,45.96134202,-66.62690682,-21.47,-0.51
1084,45.96134282,-66.62691225,-21.5,-0.071
1085,45.96134317,-66.62691724,-21.526,-0.248
1086,45.9613437,-66.6269212,-21.55,-0.124
1087,45.96134376,-66.62692621,-21.594,-0.27
1088,45.96134312,-66.62692852,-21.604,0.172
1089,45.96134199,-66.62692805,-21.596,0.329
1090,45.96134133,-66.62692847,-21.57,0.354
1091,45.96134114,-66.62693057,-21.579,0.406
1092,45.96134101,-66.62693391,-21.605,0.401
1093,45.96134143,-66.62693549,-21.626,0.278
1094,45.9613414,-66.62693551,-21.622,0.277
1095,45.96134136,-66.62693545,-21.622,0.226
1096,45.96134143,-66.62693547,-21.636,0.212
1097,45.96134162,-66.62693557,-21.645,0.182
1098,45.9613418,-66.62693557,-21.647,0.147
1099,45.96134205,-66.62693627,-21.588,0.218
1100,45.96134351,-66.62694112,-21.574,-0.344
1101,45.96134424,-66.62694623,-21.666,0.591
1102,45.96134474,-66.62695095,-21.736,0.199
1103,45.96134428,-66.62695489,-21.773,-0.183
1104,45.96134348,-66.62695801,-21.797,0.203
1105,45.96134321,-66.62696024,-21.803,0.317
1106,45.96134278,-66.62696066,-21.817,0.402
1107,45.96134229,-66.6269608,-21.825,0.371
1108,45.9613411,-66.62696112,-21.836,0.446
1109,45.96133974,-66.62696172,-21.837,0.409
1110,45.96133823,-66.62696227,-21.836,0.349
1111,45.9613364,-66.62696297,-21.837,0.437
1112,45.96133483,-66.62696358,-21.842,0.353
1113,45.96133349,-66.62696384,-21.848,0.422
1114,45.9613323,-66.62696401,-21.834,0.212
1115,45.96133252,-66.62696554,-21.842,0.164
1116,45.96133258,-66.62696941,-21.836,1.468
1117,45.9613323,-66.62697631,-21.827,1.531
1118,45.96133314,-66.62698391,-21.83,1.174
1119,45.96133553,-66.62699083,-21.83,0.934
1120,45.96133867,-66.62699532,-21.82,0.654
1121,45.96134093,-66.62699684,-21.815,0.597
1122,45.961342,-66.62699753,-21.805,0.567
1123,45.96134099,-66.62700041,-21.811,0.572
1124,45.96133784,-66.6270069,-21.816,0.348
1125,45.96133442,-66.6270152,-21.809,0.15
1126,45.96133097,-66.62702478,-21.808,0.074
1127,45.96132689,-66.62703501,-21.808,0.012
1128,45.96132226,-66.62704573,-21.808,-0.06
1129,45.96131713,-66.6270567,-21.809,-0.168
1130,45.96131173,-66.62706798,-21.809,-0.186
1131,45.96130702,-66.62708023,-21.809,-0.27
1132,45.96130496,-66.62709377,-21.806,-0.295
1133,45.96130626,-66.62710722,-21.798,-0.163
1134,45.96130878,-66.62711974,-21.798,0.049
1135,45.96131034,-66.62713233,-21.799,0.206
1136,45.96131075,-66.62714576,-21.796,0.02
1137,45.9613111,-66.62715949,-21.796,-0.177
1138,45.9613119,-66.62717318,-21.796,-0.174
1139,45.96131257,-66.62718694,-21.795,-0.151
1140,45.96131252,-66.62720098,-21.794,-0.22
1141,45.96131162,-66.62721523,-21.791,-0.346
1142,45.96131008,-66.62722954,-21.788,-0.516
1143,45.96130799,-66.62724364,-21.786,-0.684
1144,45.96130529,-66.62725761,-21.785,-0.805
1145,45.96130231,-66.62727137,-21.779,-0.9
1146,45.9612993,-66.627285,-21.773,-0.893
